Column1,reform,district,population,child_population,young_child_population,metric_name,metric_value,mappable_measures.current|new|change,mappable_measures.demog,mappable_measures.pov|deep_pov,monthly_benefit,target_demog
6,"All Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
7,"All Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
16,"All Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
27,"All Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
29,"All Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
34,"All Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
35,"All Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
36,"All Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
37,"All Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
39,"All Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
40,"All Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
42,"All Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
44,"All Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
46,"All Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
47,"All Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","All Children"
50,"All Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
55,"All Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
56,"All Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
65,"All Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
78,"All Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
84,"All Children 200","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
85,"All Children 200","031",145270.88316427977,32619.544246425525,9982.382059260528,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
86,"All Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
88,"All Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
89,"All Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
95,"All Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
96,"All Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","All Children"
99,"Young Children 100","036",137998.50638469058,27920.790532813553,6638.5901737524446,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
104,"Young Children 100","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
105,"Young Children 100","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
106,"Young Children 100","004",148118.0657334245,34677.090763515211,8386.1615958809634,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
107,"Young Children 100","005",137093.76127801463,28591.270748825431,6856.0700265040568,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
108,"Young Children 100","009",151926.23747424368,35147.859860699609,8316.4453361316409,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
110,"Young Children 100","045",117771.95295508276,24269.640233569524,7359.3565844502846,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
114,"Young Children 100","035",138772.6739831373,29334.717660360671,7224.587102113348,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
123,"Young Children 100","014",141946.04743803211,34745.048265983918,8938.4926896043617,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
124,"Young Children 100","020",141302.71815447757,32011.985805741428,10487.595621680797,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
125,"Young Children 100","003",140518.83013425834,30562.05982737942,8474.6194131600951,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
127,"Young Children 100","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
132,"Young Children 100","001",114170.96362899712,21238.114213837565,5578.4352729718958,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
133,"Young Children 100","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
134,"Young Children 100","031",145270.88316427977,32619.544246425525,9982.382059260528,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
135,"Young Children 100","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
137,"Young Children 100","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
138,"Young Children 100","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
140,"Young Children 100","002",133897.03637100285,29704.885786162435,7834.5647270281042,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
142,"Young Children 100","043",111884.09461572432,21848.458460065282,6911.1266498892,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
144,"Young Children 100","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
145,"Young Children 100","028",153445.79015279879,36302.886635973045,8134.7281513871967,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","100","Young Children"
148,"Young Children 200","036",137998.50638469058,27920.790532813553,6638.5901737524446,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
153,"Young Children 200","023",133548.15767913003,27862.335125054648,6988.339586682655,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
154,"Young Children 200","024",130034.15953075975,28421.306083763156,7178.4315357458217,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
159,"Young Children 200","045",117771.95295508276,24269.640233569524,7359.3565844502846,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
163,"Young Children 200","035",138772.6739831373,29334.717660360671,7224.587102113348,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
174,"Young Children 200","003",140518.83013425834,30562.05982737942,8474.6194131600951,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
176,"Young Children 200","012",130908.08116763597,30119.172576573583,8139.57585812543,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
181,"Young Children 200","001",114170.96362899712,21238.114213837565,5578.4352729718958,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
182,"Young Children 200","013",148745.83789038018,36389.271209665174,9943.9343175790709,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
183,"Young Children 200","031",145270.88316427977,32619.544246425525,9982.382059260528,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
184,"Young Children 200","032",156224.75947178405,34893.134200191911,9381.8869534363148,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
186,"Young Children 200","025",126097.64789268172,26867.999196267705,6875.9303363584777,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
187,"Young Children 200","026",127742.05797427213,24824.052780939528,6997.0551868390212,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
189,"Young Children 200","002",133897.03637100285,29704.885786162435,7834.5647270281042,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
191,"Young Children 200","043",111884.09461572432,21848.458460065282,6911.1266498892,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
193,"Young Children 200","033",145629.0160642016,33012.007005937645,8479.4744565959336,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
194,"Young Children 200","028",153445.79015279879,36302.886635973045,8134.7281513871967,"young_child_deep_pov_change",0,"change in","young_child","deep_pov","200","Young Children"
0,"All Children 100","Maryland",6319406.0000000009,1390540,376011,"young_child_deep_pov_change",-23.7,"change in","young_child","deep_pov","100","All Children"
2,"All Children 100","037",131847.5727120465,26621.154768906068,6302.7775331241928,"young_child_deep_pov_change",-40.8,"change in","young_child","deep_pov","100","All Children"
